fecha_hora,codigo,h,t,pr,vv,vv_max,dv,dv_max,p,calidad
2019-01-01 00:00:00,82.0,81.15,17.43,862.37,0.77,1.02,163.2,167.13,0.0,1.0
2019-01-01 01:00:00,82.0,83.34,16.84,861.78,0.62,0.86,163.43,159.48,0.0,1.0
2019-01-01 02:00:00,82.0,83.84,16.45,861.19,0.65,0.88,173.3,180.22,0.0,1.0
2019-01-01 03:00:00,82.0,84.73,15.87,861.31,0.54,0.73,137.0,148.17,0.0,1.0
2019-01-01 04:00:00,82.0,82.82,15.58,861.7,0.65,0.89,185.9,184.57,0.0,1.0
2019-01-01 05:00:00,82.0,82.83,15.15,862.15,0.52,0.76,172.87,173.02,0.0,1.0
2019-01-01 06:00:00,82.0,77.93,15.5,862.61,0.85,1.15,150.12,151.93,0.0,1.0
2019-01-01 07:00:00,82.0,67.65,17.94,862.89,0.92,1.28,160.1,168.32,0.0,1.0
2019-01-01 08:00:00,82.0,55.2,21.48,862.72,0.63,1.14,211.4,208.37,0.0,1.0
2019-01-01 09:00:00,82.0,46.8,24.3,862.45,0.88,1.52,103.17,109.93,0.0,1.0
2019-01-01 10:00:00,82.0,42.1,25.75,861.82,1.5,2.45,124.67,109.03,0.0,1.0
2019-01-01 11:00:00,82.0,40.09,26.3,860.91,2.73,4.33,83.1,80.7,0.0,1.0
2019-01-01 12:00:00,82.0,37.1,27.75,859.85,2.76,4.66,66.75,66.12,0.0,1.0
2019-01-01 13:00:00,82.0,35.71,28.65,858.93,3.42,5.47,64.2,68.35,0.0,1.0
2019-01-01 14:00:00,82.0,35.67,29.04,858.44,3.56,5.25,63.33,62.9,0.0,1.0
2019-01-01 15:00:00,82.0,37.6,28.72,858.2,4.5,6.36,65.02,64.5,0.0,1.0
2019-01-01 16:00:00,82.0,44.27,27.37,858.69,5.77,8.23,74.57,74.58,0.0,1.0
2019-01-01 17:00:00,82.0,53.02,25.59,859.62,4.96,7.15,91.42,89.2,0.0,1.0
2019-01-01 18:00:00,82.0,60.25,24.02,860.55,3.07,4.46,94.3,95.75,0.0,1.0
2019-01-01 19:00:00,82.0,64.55,22.75,861.54,1.77,2.65,105.62,102.82,0.0,1.0
2019-01-01 20:00:00,82.0,72.54,21.11,862.43,0.93,1.36,143.83,160.13,0.0,1.0
2019-01-01 21:00:00,82.0,75.66,20.32,862.95,0.8,1.03,159.85,162.62,0.0,1.0
2019-01-01 22:00:00,82.0,77.09,19.61,862.96,1.05,1.36,154.83,157.12,0.0,1.0
2019-01-01 23:00:00,82.0,79.17,18.74,862.71,0.88,1.21,164.38,165.2,0.0,1.0
2019-01-02 00:00:00,82.0,82.13,17.85,862.07,0.58,0.81,140.25,139.97,0.0,1.0
2019-01-02 01:00:00,82.0,81.98,17.35,861.58,0.8,1.06,161.8,164.7,0.0,1.0
2019-01-02 02:00:00,82.0,82.59,16.9,861.1,0.69,0.92,160.3,163.28,0.0,1.0
2019-01-02 03:00:00,82.0,84.5,16.3,861.09,0.58,0.79,165.9,167.82,0.0,1.0
2019-01-02 04:00:00,82.0,85.57,15.83,861.41,0.48,0.68,164.32,166.55,0.0,1.0
2019-01-02 05:00:00,82.0,86.4,15.38,862.04,0.39,0.57,154.88,161.13,0.0,1.0
2019-01-02 06:00:00,82.0,84.5,15.52,862.79,0.63,0.88,179.12,179.5,0.0,1.0
2019-01-02 07:00:00,82.0,74.61,18.15,863.54,0.4,0.68,149.27,154.95,0.0,1.0
2019-01-02 08:00:00,82.0,62.65,20.93,863.84,0.63,1.13,224.85,221.58,0.0,1.0
2019-01-02 09:00:00,82.0,51.66,23.76,863.6,0.71,1.34,170.5,157.3,0.0,1.0
2019-01-02 10:00:00,82.0,44.89,25.15,862.84,1.92,2.88,103.72,109.55,0.0,1.0
2019-01-02 11:00:00,82.0,42.08,26.12,861.95,2.57,4.1,89.17,90.72,0.0,1.0
2019-01-02 12:00:00,82.0,32.98,27.89,860.85,3.14,5.02,79.05,97.13,0.0,1.0
2019-01-02 13:00:00,82.0,23.81,29.06,859.67,4.77,7.06,73.38,70.72,0.0,1.0
2019-01-02 14:00:00,82.0,22.67,29.36,859.12,4.04,5.96,81.55,81.92,0.0,1.0
2019-01-02 15:00:00,82.0,23.64,29.29,858.95,3.37,4.99,110.9,114.27,0.0,1.0
2019-01-02 16:00:00,82.0,24.05,29.02,859.19,2.99,4.21,92.33,98.1,0.0,1.0
2019-01-02 17:00:00,82.0,37.36,26.8,859.77,3.73,5.21,82.43,81.22,0.0,1.0
2019-01-02 18:00:00,82.0,51.01,24.11,860.9,2.91,4.39,107.2,99.43,0.0,1.0
2019-01-02 19:00:00,82.0,58.5,22.44,862.08,1.65,2.58,136.05,135.07,0.0,1.0
2019-01-02 20:00:00,82.0,64.84,20.68,862.93,1.11,1.45,184.9,185.47,0.0,1.0
2019-01-02 21:00:00,82.0,70.34,19.34,863.17,1.09,1.4,160.53,159.72,0.0,1.0
2019-01-02 22:00:00,82.0,72.68,18.5,863.29,0.93,1.27,163.63,165.67,0.0,1.0
2019-01-02 23:00:00,82.0,75.46,17.76,863.28,0.8,1.1,161.97,164.6,0.0,1.0
2019-01-03 00:00:00,82.0,75.26,17.29,863.0,0.84,1.12,163.67,163.33,0.0,1.0
2019-01-03 01:00:00,82.0,76.75,16.58,862.44,0.49,0.72,158.03,155.32,0.0,1.0
2019-01-03 02:00:00,82.0,75.93,16.27,862.3,0.7,0.98,160.8,161.18,0.0,1.0
2019-01-03 03:00:00,82.0,76.52,15.92,862.5,0.72,0.98,161.32,164.82,0.0,1.0
2019-01-03 04:00:00,82.0,77.35,15.65,862.84,0.71,1.0,177.1,179.32,0.0,1.0
2019-01-03 05:00:00,82.0,79.62,15.35,863.36,0.66,1.0,178.68,172.65,0.0,1.0
2019-01-03 06:00:00,82.0,79.41,15.36,864.14,0.52,0.83,177.98,180.83,0.0,1.0
2019-01-03 07:00:00,82.0,68.22,18.25,864.9,0.68,1.06,156.23,156.42,0.0,1.0
2019-01-03 08:00:00,82.0,54.68,21.85,865.14,0.7,1.2,218.8,216.98,0.0,1.0
2019-01-03 09:00:00,82.0,44.37,24.84,864.72,0.8,1.47,234.98,239.43,0.0,1.0
2019-01-03 10:00:00,82.0,33.51,27.25,864.01,1.4,2.26,244.5,235.5,0.0,1.0
2019-01-03 11:00:00,82.0,28.36,28.68,863.32,2.46,4.26,169.48,165.27,0.0,1.0
2019-01-03 12:00:00,82.0,27.52,28.42,862.62,3.39,5.26,143.72,147.43,0.0,1.0
2019-01-03 13:00:00,82.0,26.56,28.76,861.76,3.5,5.39,116.27,111.65,0.0,1.0
2019-01-03 14:00:00,82.0,26.42,28.87,860.98,4.29,6.65,77.67,74.98,0.0,1.0
2019-01-03 15:00:00,82.0,26.92,28.84,860.8,4.6,6.78,76.18,72.28,0.0,1.0
2019-01-03 16:00:00,82.0,27.61,28.43,861.17,3.93,5.71,91.68,87.85,0.0,1.0
2019-01-03 17:00:00,82.0,35.09,26.14,861.75,2.21,3.14,135.2,137.6,0.0,1.0
2019-01-03 18:00:00,82.0,45.7,22.9,862.63,1.7,2.25,156.53,156.52,0.0,1.0
2019-01-03 19:00:00,82.0,51.29,21.26,863.5,1.39,1.85,152.22,154.72,0.0,1.0
2019-01-03 20:00:00,82.0,57.84,20.13,864.17,1.1,1.47,157.52,160.2,0.0,1.0
2019-01-03 21:00:00,82.0,66.82,19.12,864.84,0.77,1.02,157.83,160.63,0.0,1.0
2019-01-03 22:00:00,82.0,70.94,18.66,865.28,0.83,1.1,164.68,165.23,0.0,1.0
2019-01-03 23:00:00,82.0,73.36,18.33,865.42,0.74,1.01,158.25,160.72,0.0,1.0
2019-01-04 00:00:00,82.0,74.39,18.45,865.18,0.52,0.73,210.85,216.62,0.0,1.0
2019-01-04 01:00:00,82.0,77.77,17.75,864.64,0.8,1.01,173.47,178.52,0.0,1.0
2019-01-04 02:00:00,82.0,81.21,17.2,864.38,0.67,0.93,152.58,159.33,0.0,1.0
2019-01-04 03:00:00,82.0,82.33,16.78,864.2,0.56,0.77,162.57,172.6,0.0,1.0
2019-01-04 04:00:00,82.0,83.37,16.45,864.35,0.65,0.89,189.68,188.93,0.0,1.0
2019-01-04 05:00:00,82.0,82.56,16.3,864.73,0.97,1.43,200.23,203.55,0.0,1.0
2019-01-04 06:00:00,82.0,81.74,16.47,865.6,0.68,0.96,160.9,162.57,0.0,1.0
2019-01-04 07:00:00,82.0,74.79,18.1,866.2,1.0,1.5,200.05,195.38,0.0,1.0
2019-01-04 08:00:00,82.0,60.18,21.83,865.92,0.82,1.35,127.98,123.28,0.0,1.0
2019-01-04 09:00:00,82.0,53.69,23.72,865.93,1.73,2.56,134.23,116.8,0.0,1.0
2019-01-04 10:00:00,82.0,50.4,24.98,865.3,2.05,3.18,101.42,95.92,0.0,1.0
2019-01-04 11:00:00,82.0,45.84,26.38,864.24,1.98,3.24,104.18,112.28,0.0,1.0
2019-01-04 12:00:00,82.0,42.44,27.55,863.09,2.84,4.4,67.7,69.7,0.0,1.0
2019-01-04 13:00:00,82.0,41.45,28.17,862.01,3.2,5.58,64.67,69.17,0.0,1.0
2019-01-04 14:00:00,82.0,45.1,28.08,861.56,3.84,6.15,66.43,66.62,0.0,1.0
2019-01-04 15:00:00,82.0,44.55,28.21,861.46,2.99,4.91,83.1,82.78,0.0,1.0
2019-01-04 16:00:00,82.0,45.04,27.97,861.63,2.92,4.32,81.72,86.15,0.0,1.0
2019-01-04 17:00:00,82.0,53.08,26.53,862.14,3.34,4.82,93.42,91.13,0.0,1.0
2019-01-04 18:00:00,82.0,59.54,25.2,863.01,2.4,3.42,101.5,99.65,0.0,1.0
2019-01-04 19:00:00,82.0,66.06,24.04,864.0,2.61,3.91,100.17,96.45,0.0,1.0
2019-01-04 20:00:00,82.0,70.93,23.19,864.92,1.44,2.16,83.4,103.5,0.0,1.0
2019-01-04 21:00:00,82.0,76.01,22.18,865.4,0.49,0.82,163.42,187.6,0.0,1.0
2019-01-04 22:00:00,82.0,78.16,21.22,865.42,0.78,1.09,154.83,156.98,0.0,1.0
2019-01-04 23:00:00,82.0,79.29,20.88,865.26,0.74,1.07,184.12,182.53,0.0,1.0
2019-01-05 00:00:00,82.0,80.91,20.22,864.86,1.04,1.41,176.38,171.37,0.0,1.0
2019-01-05 01:00:00,82.0,81.51,19.74,864.53,0.8,1.11,143.9,143.93,0.0,1.0
2019-01-05 02:00:00,82.0,82.98,19.28,864.35,0.71,0.92,149.8,148.82,0.0,1.0
2019-01-05 03:00:00,82.0,84.09,18.68,864.26,0.63,0.86,167.6,164.97,0.0,1.0
2019-01-05 04:00:00,82.0,85.05,18.45,864.3,0.59,0.79,165.38,165.37,0.0,1.0
2019-01-05 05:00:00,82.0,85.22,18.25,864.25,0.4,0.64,141.65,129.73,0.0,1.0
2019-01-05 06:00:00,82.0,82.11,18.55,864.55,0.74,1.06,161.17,154.72,0.0,1.0
2019-01-05 07:00:00,82.0,76.47,19.77,865.34,0.56,0.78,196.45,196.5,0.0,1.0
2019-01-05 08:00:00,82.0,71.38,21.1,865.82,0.68,1.05,155.45,142.88,0.0,1.0
2019-01-05 09:00:00,82.0,61.52,22.81,865.59,0.81,1.32,130.73,105.17,0.0,1.0
2019-01-05 10:00:00,82.0,55.33,24.7,865.12,1.27,2.11,95.33,106.28,0.0,1.0
2019-01-05 11:00:00,82.0,53.96,25.2,864.36,2.12,3.48,67.5,64.55,0.0,1.0
2019-01-05 12:00:00,82.0,53.38,25.87,863.23,2.68,4.2,65.67,72.77,0.0,1.0
2019-01-05 13:00:00,82.0,56.84,26.13,862.32,3.79,5.57,77.97,78.93,0.0,1.0
2019-01-05 14:00:00,82.0,61.31,26.12,861.75,4.12,6.11,86.92,83.47,0.0,1.3
2019-01-05 15:00:00,82.0,62.86,25.83,861.83,3.35,5.32,88.98,86.85,0.0,1.95
2019-01-05 16:00:00,82.0,62.88,25.62,862.2,3.84,5.63,77.15,73.85,0.0,2.0
2019-01-05 17:00:00,82.0,66.42,24.74,862.57,2.52,3.82,98.97,99.7,0.0,2.0
2019-01-05 18:00:00,82.0,71.53,23.84,863.35,3.26,4.89,90.45,90.7,0.0,2.0
2019-01-05 19:00:00,82.0,76.52,22.89,864.1,2.64,3.94,96.05,92.63,0.0,2.0
2019-01-05 20:00:00,82.0,81.11,22.21,864.91,2.52,3.58,76.67,71.98,0.0,2.0
2019-01-05 21:00:00,82.0,82.91,21.72,865.27,2.22,3.08,66.5,63.82,0.0,2.0
